47052.00,"19923VEN"
1032.64,"19929VEN"
34398.00,"19932CCD"
19656.00,"19933CCD"
15456.00,"19934CCD"
289475.12,"19948POP"
680932.35,"19953TCB"
54684.00,"19961CCD"
189810.00,"19980JIB"
183251.20,"19982BNK"
-2880.00,"19984BRK"
108.00,"20033SBY"
2657947.50,"20041SBY"
1031420.00,"20042SBY"
190464.00,"20043CIC"
121888.00,"20066WEN"
1520.00,"20081GRY"
9096.00,"20083BNK"
77531.78,"20084SBY"
2038.06,"20101CGS"
7824.00,"20121DEN"
109246.20,"20124SBY"
557640.00,"20132UBA"
112860.00,"20154SEV"
702975.78,"20195SBY"
153088.00,"20213CCD"
684.00,"20214OPR"
1808.00,"20315CLG"
35941.92,"20415UBA"
48025.00,"20441JIB"
12.50,"20444-1"
13760.00,"20463SLK"
4200.00,"20471PAD"
53545.80,"20490UBA"
582213.50,"20577SBY"
12838.50,"20620CVR"
54207.00,"20621CVR"
60879.00,"20622DEN"
1563.64,"20625WCP"
39248.95,"20626WCP"
285.64,"20628SLK"
31104.00,"20638WHA"
31.96,"20640CVR"
2100.00,"20708RBT"
27648.00,"20719CIC"
5376.00,"20721CIC"
11104.00,"20722CIC"
1152.00,"20723CIC"
24576.00,"20724CIC"
14208.00,"20725CIC"
19968.00,"20726CIC"
208294.90,"20754SBY"
8371.20,"20776SMH"
23048.20,"20779SMH"
8870.00,"20785VCP"
12960.00,"20806WHA"
6340.50,"20839WHA"
15562.15,"20845SBY"
6854.40,"20851WHA"
7644.00,"20854WHA"
5077.94,"20886WHA"
57820.00,"20893BNK"
13968.00,"20906CCD"
172735.68,"20912SBY"
41772.00,"20938BNK"
241348.80,"20970WCP"
3291.03,"20999SBY"
0.00,"21000CCD"
146548.16,"21005JIB"
6412.50,"21007WHA"
385884.10,"21009JIB"
46070.00,"21011JIB"
12110.13,"21012JIB"
43689.60,"21014JIB"
8000.00,"21058HSD"
31752.00,"21060BSC"
32256.00,"21068VEN"
27206.40,"21076BFT"
14025.00,"21077LIT"
5400.00,"21086VEN"
376320.00,"21108PHI"
329278.80,"21130PHI"
69408.00,"21142BNK"
39008.00,"21144BNK"
55392.00,"21145BNK"
130577.52,"21149WEN"
475894.62,"21156SBY"
5273.25,"21157SBY"
840421.02,"21158SBY"
813479.67,"21159SBY"
49670.40,"21165PNA"
238867.20,"21166PNA"
316170.80,"21170PNA"
115080.00,"21171PNA"
89460.00,"21173PNA"
83404.80,"21174PNA"
39150.15,"21175PNA"
3566.68,"21185SBY"
13284.00,"21194PJN"
44000.00,"21200PJN"
13200.00,"21201PJC"
1271700.00,"21201PJN"
93205.00,"21212CRH"
401800.00,"21224PHI"
325500.00,"21225PHI"
17150.00,"21232PJN"
21168.00,"21233PJN"
70848.00,"21245WHA"
12200.00,"21259PJN"
11820.00,"21260PJN"
27648.00,"21270WHA"
64948.50,"21276PNA"
82944.00,"21280PNA"
5871.00,"21311SBY"
48207.60,"21318TCB"
59904.00,"21319PJN"
15500.00,"21320PJN"
146940.00,"21356WST"
213.60,"21363SBY"
260832.00,"21370JIB"
55699.80,"21376SON"
49766.40,"21378PPP"
9168.00,"21383BNK"
396.00,"21395BNK"
1569472.00,"21403WEN"
220.00,"21479GND"
136150.00,"21485POP"
169808.00,"21490PHI"
30240.00,"21504PJN"
25550.00,"21507PJN"
129600.00,"21508PJN"
18264.00,"21509PJN"
74613.00,"21513PJN"
21057.60,"21520JIB"
6789.60,"21526LJS"
370.44,"21527LJS"
17010.00,"21528JIB"
0.00,"21530LJS"
137770.20,"21531LJS"
432.00,"21532JIB"
70680.00,"21534LJS"
6760.00,"21538LJS"
0.00,"21545POP"
369180.00,"21547GNS"
20940.00,"21549GNS"
169.80,"21553MRE"
31752.00,"21593JIB"
756630.00,"21600BLU"
14525.00,"21602GNS"
48743.24,"21636TCB"
47002.41,"21637TCB"
106190.63,"21638TCB"
27853.28,"21643TCB"
2640.00,"21662FOF"
192.00,"21666CEP"
576.00,"21668FOF"
90.00,"21669FOT"
10320.00,"21670FOT"
-16.00,"21676GFG"
17504.00,"21677GFG"
142944.00,"21678GFG"
4480.00,"21705LGN"
1715.00,"21706LGN"
159194.00,"21755SON"
206411.10,"21756SON"
0.00,"21773WEN"
7276.50,"21774CCD"
32273.00,"21775CCD"
19040.00,"21778CCD"
6370.00,"21780CCD"
1666.00,"21782CCD"
1568.00,"21783CCD"
2016.00,"21785CAB"
-1792.00,"21786CAB"
13085.28,"21792SON"
18007.50,"21793TGI"
12768.00,"21796CCD"
0.00,"21799BRK"
0.00,"21800BRK"
0.00,"21818GFK"
558921.60,"21819CCD"
0.00,"21820CCD"
19404.42,"21831SON"
14515.20,"21846CAB"
230496.00,"21851CCD"
7821.00,"21926SON"
201.50,"21928CPK"
123136.00,"21929TGI"
110014.40,"21941CFA"
0.00,"21972ARB"
23593.06,"21989SON"
0.00,"21996WCK"
0.00,"22006ARB"
169160.04,"22008SON"
40449.41,"22009SON"
0.00,"22012GFG"
52000.00,"22029PJN"
377395.20,"22037REO"
169576.00,"22039YUM"
14400.00,"22041SHE"
7650.00,"22042SHE"
50050.00,"22053POP"
114944.00,"22065POT"
0.00,"22094WCK"
2965.12,"22095SON"
2228.40,"22102WHA"
119456.00,"22103PJN"
166720.00,"22104PJN"
-1792.00,"22132CAB"
1974.08,"22160GNS"
189630.00,"22166CIC"
-1638.00,"22175GNS"
28656.00,"22181JIB"
37888.00,"22182TGI"
8640.00,"22188WHA"
10368.00,"22190WHA"
356952.00,"22242DEN"
182427.00,"22250BEF"
27480.00,"22281VEN"
297360.00,"22347WAF"
2688.00,"22354CAB"
2094.84,"22355SLF"
2797423.20,"22370BRK"
3625.16,"22435PNA"
91845.60,"22436CCD"
16592.00,"22439PNA"
17936.00,"22444PNA"
608.00,"22456PNA"
608.00,"22461PNA"
4251.36,"22482SON"
121100.00,"22497TAC"
448.00,"22511PNA"
39150.00,"22512TXR"
2738.80,"22547SON"
2313.00,"22574JIB"
59184.00,"22576WHA"
342.00,"22589JIB"
558.93,"22590SON"
525.00,"40013MFY"
23450.00,"40025MFY"
161000.00,"45531BEF"
2564555.00,"45531CHP"
52500.00,"45531CRH"
914375.00,"45531GFG"
233100.00,"45531OPR"
1695750.00,"45531SON"
1026200.00,"45531TXR"
662900.00,"45531UBA"
662060.00,"45532BNK"
361655.00,"45532CHP"
4795.00,"45610CHP"
126000.00,"45635BEF"
40180.00,"45635CHP"
15802.50,"45812SAV"
268.75,"47277LND"
11828.60,"47434BAK"
27832.00,"47435BAK"
29820.00,"47455BAK"
2813.00,"47495BAK"
2211.84,"52007CHP"
61608.96,"54107CHP"
20160.00,"54110BNK"
14420.00,"54110CHP"
108430.00,"54135CHP"
163800.00,"54135CIC"
106680.00,"54135GFG"
749700.00,"54135LIT"
1308300.00,"54135PAD"
1553230.00,"54135PFC"
201600.00,"54135TXR"
52346.88,"56606CHP"
19110.00,"58500CHP"
5137.92,"58501CHP"
366100.00,"58505CCF"
11585.00,"58505CHP"
19958.40,"71008VEN"
25032.00,"71264VEN"
1915.20,"71307VEN"
22056.48,"71531OPR"
832.32,"71531VEN"
4680.00,"71783GOR"
17342.00,"72048VEN"
14976.00,"72133BAK"
740.00,"77021VEN"
37977.20,"77041CHP"
3433.60,"77041VEN"
66180.00,"77049CHP"
430.56,"77057VEN"
193560.00,"77069CCF"
84600.00,"77069CHP"
28429.44,"77132OPR"
3455.60,"77191CHP"
9483.76,"77320VEN"
25255.80,"77600TCJ"
3571.20,"77651DEN"
546.24,"77665VEN"
265.80,"78883VEN"
1419.00,"79502GNS"
2583.00,"79514WCP"
3452.40,"85505HVR"
5696.00,"85620HVR"
330.96,"85625HVR"
512.20,"85629HVR"
39.40,"85636HVR"
119.04,"89067SLF"
968.07,"89086SLF"
